family,order,occurrence_count,individual_count
Mancodiniaceae,Gonyaulacales,1,
Mancusoblattidae,Blattodea,11,
Mandeliidae,Nudibranchia,41,
Mangeliidae,Neogastropoda,55920,88119
Manglicolaceae,Jahnulales,39,
Manicapsocidae,Psocodea,4,1
Manidae,Pholidota,4196,1400
Manipulatoridae,Blattodea,1,
Manitherionyssidae,Mesostigmata,8,2
Mantamonadidae,Mantamonadida,4903,
Mantellidae,Anura,38326,12185
Mantidae,Mantodea,211525,27088
Mantispidae,Neuroptera,26055,9285
Mantoididae,Mantodea,834,347
Mantophasmatidae,Mantophasmatodea,114,9
Mantridae,Cyclopoida,21,5
Manzanellidae,Solemyida,69,100
Mapaniidae,Ptychopariida,18,4
Maradidae,Diprotodontia,1,
Marantaceae,Zingiberales,127517,50027
Marasmiaceae,Agaricales,184213,170589
Marathonitidae,Goniatitida,392,109
Marattiaceae,Marattiales,42303,9870
Marcgraviaceae,Ericales,29278,46702
Marchantiaceae,Marchantiales,99296,119732
Marcusadoreidae,Cheilostomatida,6,6
Maretiidae,Spatangoida,1387,1683
Margarettidae,Cheilostomatida,1259,2957
Margaritidae,Trochida,12708,66575
Margaritidae,Ostreida,13506,19190
Margaritiferidae,Unionida,40270,1763397
Margarodidae,Hemiptera,17318,10624
Margarophylliidae,Scleractinia,362,33
Margelopsidae,Anthoathecata,94,2
Marginellidae,Neogastropoda,49825,79200
Marginellonidae,Neogastropoda,142,74
Marginidae,Diptera,7,
Mariametridae,Comatulida,2707,1210
Maricaulaceae,Caulobacterales,40519,
Marieitidae,Lituolida,19,40
Marinicellaceae,Xanthomonadales,14901,
Marinifilaceae,Bacteroidales,25940,128
Marinilabiaceae,Bacteroidales,3,
Marinilabiliaceae,Bacteroidales,29932,8
Marinisomataceae,Marinisomatales,233,
Marinithermaceae,Deinococcales,166,
Marinococcaceae,Bacillales_H,1122,128
Marinomonadaceae,Pseudomonadales,15310,1
Mariplanellidae,Mariplanellida,21,1
Mariprofundaceae,Mariprofundales,10121,
Marispirochaetaceae,JC444,46,
Maristentoridae,Heterotrichida,152,
Marjumiidae,Agnostida,1718,373
Marmosidae,Didelphimorphia,27,27
Marnaviridae,Picornavirales,48,
Marocarcinidae,Decapoda,1,
Marseilleviridae,Pimascovirales,52,
Marshallenidae,Neogastropoda,114,81
Marsileaceae,Salviniales,73774,527529699
Marsupiomonadaceae,Marsupiomonadales,1020,
Marsupitidae,Comatulida,107,61
Marthamycetaceae,Chaetomellales,7757,3588
Martinocarcinidae,Decapoda,2,
Martyniaceae,Lamiales,16564,4652
Martynopanorpidae,Mecoptera,7,
Martynoviidae,Diaphanopterodea,40,27
Marynidae,Colpodida,193,
Masaridae,Hymenoptera,18678,3591
Masonophycaceae,Tilopteridales,3,2
Massalongiaceae,Peltigerales,8533,654
Massariaceae,Pleosporales,3751,450
Massarinaceae,Pleosporales,9543,1819
Massilibacillaceae,Selenomonadales,90,
Massilibacteriaceae,Bacillales_E,198,3
Mastacembelidae,Synbranchiformes,10124,15433
Mastacideidae,Orthoptera,10,60
Mastigamoebidae,Pelobiontida,250,2
Mastigiidae,Rhizostomeae,1569,8133
Mastigonodesmidae,Polydesmida,1,1
Mastigophoraceae,Jungermanniales,3286,273
Mastigophorophyllidae,Chordeumatida,1164,929
Mastigosporellaceae,Diaporthales,48,
Mastigoteuthidae,Oegopsida,1809,1616
Mastogloiaceae,Mastogloiales,7101,18961
Mastophoraceae,Corallinales,1279,25783
Mastotermitidae,Blattodea,433,389
Mathildellidae,Decapoda,579,498
Matonaviridae,Hepelivirales,223,
Matoniaceae,Gleicheniales,2063,361
Matsucoccidae,Hemiptera,5,
Mattheviidae,Chelodida,219,429
Maturifusidae,Neogastropoda,119,24
Matutidae,Decapoda,4065,4298
Maudheimiidae,Sarcoptiformes,19,1
Maundiaceae,Alismatales,11231,108123
Maupasinidae,Rhabditida,18,
Mauroniscidae,Coleoptera,61,48
Mawatariidae,Cheilostomatida,13,
Mawsoniidae,Coelacanthiformes,344,226
Maxigoniatitidae,Goniatitida,130,49
Maxillipiidae,Amphipoda,35,105
Maximitidae,Goniatitida,33,22
Mayacaceae,Poales,6129,846
Maychellidae,Cryptostomida,28,
Maychellinidae,Trepostomatida,23,
Mayiellidae,Redlichiida,3,
Maylisoriidae,Allogromiida,1,1
Mayncinidae,Lituolida,127,257
Mayoviridae,Martellivirales,257,
Mazaceae,Lamiales,26005,21860
Mazaganellaceae,Podorhabdales,6,
Mazocraeidae,Mazocraeidea,1049,10104
Mazoniidae,Scorpiones,9,2
Mazoplectidae,Mazocraeidea,6,
Mcconichthyidae,Gadiformes,1,
Meandrinidae,Scleractinia,18944,11894
Meandropsinidae,Miliolida,118,46
Meandrospiridae,Miliolida,25,
Mecicobothriidae,Araneae,24,13
Mecistocephalidae,Geophilomorpha,2136,1539
Mecochiridae,Decapoda,717,498
Mecognathidae,Trombidiformes,16,2
Meconematidae,Orthoptera,43,1
Mecopodidae,Orthoptera,4,
Mecynodontidae,Megalodontida,23,6
Mecynoeciidae,Cyclostomatida,4,
Mecynostomidae,Acoela,932,546
Mecysmaucheniidae,Araneae,562,146
Medeolariaceae,Medeolariales,355,
Medeolariales,Helotiales,106,1
Mediaporidae,Cryptostomida,2,
Medioniviridae,Nidovirales,3,
Medlicottiidae,Prolecanitida,841,256
Medocostidae,Hemiptera,1,1
Medusagynaceae,Malpighiales,228,167
Medusandraceae,Saxifragales,3,12
Meekoceratidae,Ceratitida,130,20
Meenoplidae,Hemiptera,2147,1098
Meesiaceae,Splachnales,56921,172296
Meessiidae,Lepidoptera,8993,4271
Megabirnaviridae,Ghabrivirales,11,
Megacalanidae,Calanoida,652,1488
Megacelaenopsidae,Mesostigmata,9,9
Megachasmidae,Lamniformes,181,27
Megachilidae,Hymenoptera,1088571,21029823
Megadermatidae,Chiroptera,7229,13427
Megadictynidae,Araneae,55,8
Megahexuridae,Araneae,178,10
Megakhosaridae,Grylloblattodea,72,
Megalaimidae,Piciformes,1920360,3854504
Megalanceolidae,Amphipoda,95,106
Megalariaceae,Lecanorales,4,
Megaleledonidae,Octopoda,8064,1405
Megalobulimidae,Stylommatophora,3,9
Megalodontesidae,Hymenoptera,2302,725
Megalodontidae,Megalodontida,397,182
Megalolaelapidae,Mesostigmata,16,10
Megalomastomatidae,Architaenioglossa,4600,8786
Megalomycteridae,Cetomimiformes,5,4
Megalonychidae,Pilosa,9988,6136
Megalopidae,Elopiformes,64385,1942759
Megalopodidae,Coleoptera,6684,6263
Megalopygidae,Lepidoptera,26818,2220
Megalosporaceae,Teloschistales,6397,2786
Megalotylidae,Chordeumatida,2,1
Megaluropidae,Amphipoda,3476,12820
Megalyridae,Hymenoptera,735,207
Megamerinidae,Diptera,1079,910
Megamicrocotylidae,Mazocraeidea,2,1
Meganeuridae,Meganisoptera,133,60
Meganterididae,Terebratulida,301,286
Megaperidae,Plagiorchiida,2681,13175
Megaphlebiidae,Odonata,1,
Megaphyllitidae,Ceratitida,259,92
Megapneustidae,Spatangoida,30,30
Megapodagrionidae,Odonata,2402,1032
Megapodiidae,Galliformes,303992,437903
Megapontiidae,Siphonostomatoida,71,13
Megaptilidae,Palaeodictyoptera,4,4
Megarididae,Hemiptera,28,19
Megascolecidae,Crassiclitellata,20538,20004
Megasphaeraceae,Veillonellales,1164,40
Megaspilidae,Hymenoptera,23280,16640
Megaspiridae,Stylommatophora,1941,14132
Megasporaceae,Pertusariales,95045,34143
Megastigmidae,Hymenoptera,307,76
Megateuthididae,Belemnitida,1236,611
Megatheriidae,Pilosa,5666,2533
Megathyrididae,Terebratulida,3251,4021
Megatrigoniidae,Trigoniida,511,154
Megelytridae,Dermaptera,2,1
Megisthanidae,Mesostigmata,177,51
Megomphicidae,Stylommatophora,1736,3549
Megophryidae,Anura,23506,7071
Meinertellidae,Archaeognatha,736,440
Meiodiscaceae,Palmariales,1845,73
Meiopriapulidae,Meiopriapulomorpha,35,27
Meixnerididae,Tricladida,39,34
Melagathiceratidae,Ceratitida,1244,619
Melamphaidae,Stephanoberyciformes,22524,46738
Melampittidae,Passeriformes,57,43
Melampsoraceae,Pucciniales,58344,29868
Melanconiaceae,Diaporthales,499,
Melanconidaceae,Diaporthales,9127,322
Melanconiellaceae,Diaporthales,2339,58
Melandryidae,Coleoptera,64322,46141
Melanemerellidae,Ephemeroptera,1,1
Melaniellaceae,Doassansiales,17,
Melanoblossiidae,Solifugae,54,2
Melanocetidae,Lophiiformes,2410,1692
Melanocharitidae,Passeriformes,15787,19494
Melanodrymiidae,Neomphalida,221,1609
Melanogastraceae,Boletales,72,
Melanommataceae,Pleosporales,39386,66697
Melanonidae,Gadiformes,2023,1808
Melanopareiidae,Passeriformes,17330,28364
Melanopsaceae,Botryosphaeriales,16,
Melanosporaceae,Melanosporales,5,
Melanotaeniaceae,Ustilaginales,688,49
Melanotaeniidae,Atheriniformes,27277,90771
Melanthiaceae,Liliales,696675,416743
Melanthripidae,Thysanoptera,1664,1164
Melaspileaceae,Eremithallales,4213,420
Melaspileellaceae,Asterinales,2693,14
Melastomataceae,Myrtales,1512307,651462
Meliaceae,Sapindales,523942,243074
Melianthaceae,Geraniales,8035,1535
Melicertidae,Leptothecata,541,1535
Melicharidae,Mesostigmata,3917,1162
Melinophlebiidae,Blattodea,4,2
Meliolaceae,Meliolales,29358,29
Melioribacteraceae,Ignavibacteriales,12468,
Meliphagidae,Passeriformes,10187326,24719276
Meliponocoptidae,Sarcoptiformes,15,
Melithaeidae,Malacalcyonacea,11143,3570
Melitidae,Amphipoda,16707,75152
Melittidae,Hymenoptera,111970,346027
Melittosphecidae,Hymenoptera,1,
Melizoderidae,Hemiptera,6,3
Mellinidae,Hymenoptera,11,3
Mellitidae,Echinolampadacea,10466,22375
Melogrammataceae,Xylariales,2652,1273
Meloidae,Coleoptera,184429,122527
Meloidogynidae,Rhabditida,11695,74381
Melolonthidae,Coleoptera,7516,41462
Melongenidae,Neogastropoda,16257,73236
Melonidae,Rotaliida,15540,2237
Melosiraceae,Melosirales,49148,1294268
Melphidippidae,Amphipoda,1814,2841
Melyandrida,Coleoptera,1,
Melyridae,Coleoptera,160523,167087
Melyrides,Coleoptera,5,5
Membracidae,Hemiptera,162504,71820
Membranicellariidae,Cheilostomatida,12,3
Membraniporidae,Cheilostomatida,22047,5156
Memecylaceae,Myrtales,4,
Menaspidae,Chimaeriformes,177,73
Mendozachoristidae,Mecoptera,1,
Mengeidae,Strepsiptera,8,
Mengenillidae,Strepsiptera,149,50
Menidae,Perciformes,1844,9700
Menippidae,Decapoda,5959,2636
Menispermaceae,Ranunculales,188168,52413
Menneraspidae,Redlichiida,1,
Menomoniidae,Ptychopariida,464,475
Menoponidae,Psocodea,21968,28736
Menopygidae,Holectypoida,6,9
Menthidae,Pseudoscorpiones,21,28
Menuridae,Passeriformes,131724,90509
Menyanthaceae,Asterales,330481,3788530
Mephitidae,Carnivora,53074,13875
Merguiidae,Decapoda,43,61
Meripilaceae,Polyporales,61519,42274
Merismopediaceae,Synechococcales,5030,6964344
Meristacraceae,Entomophthorales,1,
Meristocotylidae,Plagiorchiida,4,4
Merliidae,Merliida,269,25
Merlucciidae,Gadiformes,728787,9882558
Mermithidae,Mermithida,2952,802
Meropeidae,Mecoptera,834,500
Merophysiidae,Coleoptera,379,
Meropidae,Coraciiformes,2588890,12901170
Merothripidae,Thysanoptera,499,383
Mertensiidae,Cydippida,7856,7979
Meruidae,Coleoptera,14,
Meruliaceae,Polyporales,182853,89488
Merulinidae,Scleractinia,168961,60174
Merycoidodontidae,Artiodactyla,12414,20271
Mesaiokeratidae,Calanoida,17,21
Mesamphisopidae,Isopoda,50,11
Meschiidae,Hemiptera,76,12
Mesembrinellidae,Diptera,7525,3149
Mesephemeridae,Ephemeroptera,19,7
Mesidionematidae,Rhabditida,2,
Mesitornithidae,Mesitornithiformes,2835,4228
Mesoaciditogaceae,Mesoaciditogales,893,
Mesoberothidae,Neuroptera,5,3
Mesoblattinidae,Blattodea,253,33
Mesocestoididae,Cyclophyllidea,2815,1045
Mesochlorogomphidae,Odonata,2,
Mesochrysopidae,Neuroptera,63,5
Mesocinetidae,Coleoptera,4,
Mesocochliopidae,Littorinimorpha,9,33
Mesocoeliidae,Plagiorchiida,668,464
Mesodesmatidae,Venerida,12835,14917
Mesodiniidae,Cyclotrichida,55484,102650
Mesoedischiidae,Orthoptera,7,
Mesoendothyridae,Loftusiida,60,
Mesogammaridae,Amphipoda,46,9
Mesogasteridae,Atheriniformes,5,2
Mesogereonidae,Hemiptera,10,4
Mesoglicolidae,Cyclopoida,21,70
Mesognathariidae,Bursovaginoidea,18,14
Mesohibolitidae,Belemnitida,2613,4184
Mesojabloniidae,Hemiptera,9,
Mesokristenseniidae,Lepidoptera,9,
Mesoleuctridae,Plecoptera,26,
Mesomegaloprepidae,Odonata,2,
Mesometridae,Plagiorchiida,165,56
Mesoniscidae,Isopoda,109,6
Mesoniviridae,Nidovirales,146,
Mesopalaeasteridae,Euaxosida,80,70
Mesopanorpodidae,Mecoptera,30,
Mesopentacoridae,Hemiptera,7,
Mesophantasmatidae,Diptera,1,
Mesophelliaceae,Hysterangiales,7299,31
Mesophlebiidae,Odonata,3,
Mesophonidae,Scorpiones,34,38
Mesophyllumaceae,Corallinales,16947,7139
Mesoplectopteridae,Ephemeroptera,3,
Mesoplophoridae,Sarcoptiformes,1663,475
Mesopolystoechotidae,Neuroptera,2,
Mesopsocidae,Psocodea,3646,2080
Mesopsychidae,Mecoptera,59,5
Mesoraphidiidae,Raphidioptera,103,3
Mesorthophlebiidae,Mecoptera,1,
Mesorthopteridae,Grylloblattodea,38,
Mesosciophilidae,Diptera,36,2
Mesoserphidae,Hymenoptera,39,1
Mesosignidae,Isopoda,233,198
Mesosporaceae,Ectocarpales,2,
Mesostigmataceae,Mesostigmatales,475,315
Mesotaeniaceae,Zygnematales,5880,5034
Mesothuriidae,Holothuriida,2669,3839
Mesotitanidae,Orthoptera,33,1
Mesotrephidae,Hemiptera,2,
Mesotretidae,Plagiorchiida,6,5
Mesoveliidae,Hemiptera,12366,86220
Mesozoicaphididae,Hemiptera,13,
Messelasturidae,Psittaciformes,1,
Messelirrisoridae,Coraciiformes,1,
Messelornithidae,Gruiformes,18,10
Messicobolidae,Spirobolida,109,96
Mesuropetalidae,Odonata,21,13
Metacapnodiaceae,Capnodiales,2124,49
Metacrangonyctidae,Amphipoda,394,143
Metacylididae,Choreotrichida,7436,108823
Metacystidae,Prostomatida,49,76
Metadilepididae,Cyclophyllidea,39,4
Metadoxididae,Redlichiida,20,18
Metagnostidae,Agnostida,1407,670
Metagynuridae,Mesostigmata,42,22
Metalanceolidae,Amphipoda,6,4
Metalegoceratidae,Goniatitida,736,51
Metallyticidae,Mantodea,83,34
Metameridae,Eugregarinorida,2,
Metamycoplasmataceae,Mycoplasmatales,2532,
Metaniidae,Spongillida,949,105
Metapseudidae,Tanaidacea,1251,4512
Metaraphidiidae,Raphidioptera,2,
Metarbelidae,Lepidoptera,896,242
Metasarcidae,Opiliones,170,95
Metasibiritidae,Ceratitida,107,84
Metastrongylidae,Rhabditida,4380,3345
Metateratocephalidae,Plectida,629,10910
Metaviridae,Ortervirales,6,
Metaxyaceae,Cyatheales,4265,1316
Metaxyviridae,Mulpavirales,8,
Metchnikovellidae,Metchnikovellida,57,
Meteoriaceae,Hypnales,54393,27429
Methanobacteriaceae,Methanobacteriales,9433,506
Methanocalculaceae,Methanomicrobiales,128,
Methanocaldococcaceae,Methanococcales,319,
Methanocellaceae,Methanocellales,3721,82
Methanococcaceae,Methanococcales,707,
Methanocorpusculaceae,Methanomicrobiales,1473,
Methanoculleaceae,Methanomicrobiales,1895,
Methanofollaceae,Methanomicrobiales,250,
Methanohalarchaeaceae,Methanonatronarchaeales,2,
Methanomassiliicoccaceae,Methanomassiliicoccales,5372,120
Methanomethylicaceae,Methanomethylicales,25,
Methanomethylophilaceae,Methanomassiliicoccales,29,
Methanomicrobiaceae,Methanomicrobiales,3491,
Methanonatronarchaeaceae,Methanonatronarchaeales,5,
Methanoperedenaceae,Methanosarcinales,184,
Methanopyraceae,Methanopyrales,74,
Methanoregulaceae,Methanomicrobiales,5940,
Methanosaetaceae,Methanosarcinales,4268,
Methanosarcinaceae,Methanosarcinales,15101,
Methanosphaerulaceae,Methanomicrobiales,451,
Methanospirillaceae,Methanomicrobiales,2472,
Methanothermaceae,Methanobacteriales,88,
Methanothermobacteraceae,Methanobacteriales,308,
Methanotrichaceae,Methanotrichales,1181,
Methermicoccaceae,Methanosarcinales_A,967,
Methylacidiphilaceae,Methylacidiphilales,13777,1076
Methylobacteriaceae,Rhizobiales,14170,80
Methylococcaceae,Methylococcales,30637,8
Methylocystaceae,Rhizobiales,11153,1511
Methyloligellaceae,Rhizobiales,18150,3876
Methylomirabilaceae,Methylomirabilales,566,33
Methylomonadaceae,Methylococcales,31961,42
Methylophagaceae,Nitrosococcales,13501,
Methylophilaceae,Burkholderiales,55575,226
Methylopilaceae,Rhizobiales,973,3
Methylothermaceae,Methylococcales,1693,
Metidae,Harpacticoida,270,674
Metoldobotidae,Macroscelidea,3,
Metopidae,Heterotrichida,722,35
Metopidiotrichidae,Chordeumatida,1638,3443
Metrarabdotosidae,Cheilostomatida,1252,1088
Metretopodidae,Ephemeroptera,2786,8328
Metridiidae,Actiniaria,17784,17832
Metridinidae,Calanoida,189630,2327503
Metriomphalidae,Trochida,76,84
Metschnikowiaceae,Saccharomycetales,11753,
Metschnikowiidae,Spongillida,20,
Metteniusaceae,Metteniusales,28853,13438
Metzgeriaceae,Metzgeriales,150054,46162
Meyerellidae,Trombidiformes,159,45
Meyliidae,Desmoscolecida,79,29
Miacidae,Carnivora,2291,1341
Miadesmiaceae,Selaginellales,34,2
Micavibrionaceae,Micavibrionales,1556,126
Micheleidae,Decapoda,150,123
Michelinoceratidae,Orthocerida,10,1
Micrabaciidae,Scleractinia,3330,8594
Micractaeonidae,Stylommatophora,30,2
Micractiniaceae,Chlamydomonadales,136,260113
Micrallectidae,Cyclopoida,3,4
Micrarchaeaceae,Micrarchaeales,16,
Micraspidaceae,Micraspidales,108,5
Micrasteridae,Spatangoida,5921,2525
Micreremidae,Sarcoptiformes,868,1880
Micrixalidae,Anura,986,19
Microascaceae,Microascales,18189,213
Microbacteriaceae,Actinomycetales,104974,25708
Microbiotheriidae,Microbiotheria,2484,5319
Microbothriidae,Monocotylidea,161,87
Microbotryaceae,Microbotryales,23439,2644
Microbotryomycetidae,Microbotryales,5,
Microbulbiferaceae,Pseudomonadales,5092,
Microcaliciaceae,Pertusariales,11768,1303
Microcerberidae,Isopoda,163,69
Microchaetaceae,Cyanobacteriales,334,18
Microchaetidae,Crassiclitellata,317,186
Microchlamyiidae,Arcellinida,11,16
Microchoeridae,Primates,228,36
Microcionidae,Poecilosclerida,22782,4941
Micrococcaceae,Actinomycetales,56751,48194
Micrococcidae,Hemiptera,85,80
Microcodidae,Ploima,76,14
Microcoleaceae,Cyanobacteriales,69776,497133158
Microcoryciidae,Arcellinida,7,
Microcotylidae,Mazocraeidea,1826,1414
Microcystaceae,Cyanobacteriales,61992,364962421
Microcystaceae_A,Cyanobacteriales,4356,9399676
Microcystidae,Stylommatophora,14550,13675
Microcytheridae,Podocopida,120,29
Microdesmidae,Perciformes,22061,118790
Microdispidae,Trombidiformes,391,144
Microdochiaceae,Xylariales,8184,44
Microdomatidae,Trochida,369,593
Microfalculidae,Entomobryomorpha,2,
Microfilidae,Glugeida,1,1
Microgyniidae,Mesostigmata,404,24
Microhexuridae,Araneae,130,118
Microhydrulidae,Limnomedusae,6,
Microhylidae,Anura,179497,153843
Microhypsibiidae,Parachela,39,
Microlabiidae,Scorpiones,1,
Microlaimidae,Desmodorida,4268,1299
Microlympiidae,Chordeumatida,5,21
Micromalthidae,Coleoptera,111,331
Micromitriaceae,Dicranales,1601,223
Micromomyidae,Primates,299,185
Micromonosporaceae,Mycobacteriales,89155,211380
Micromygalidae,Araneae,2,
Micronectidae,Hemiptera,38725,324971
Microniscidae,Isopoda,60,50
Micropacteridae,Nectiopoda,4,3
Micropalentomidae,Blattodea,2,
Micropalpimanidae,Araneae,3,
Microparasellidae,Isopoda,85,180
Micropeltidaceae,Microthyriales,7752,58
Micropepsaceae,Micropepsales,29664,37860
Micropezidae,Diptera,37476,20202
Microphallidae,Plagiorchiida,2397,5578
Microphasmidae,Amphipoda,37,24
Micropholcommatidae,Araneae,324,549
Microphoridae,Diptera,24,45
Microphthalmidae,Phyllodocida,2500,4773
Microphysidae,Hemiptera,4924,4003
Micropleuridae,Rhabditida,40,27
Micropontiidae,Siphonostomatoida,37,247
Microporellidae,Cheilostomatida,6878,2436
Microporidae,Cheilostomatida,2758,1194
Microprotopidae,Amphipoda,1827,100104
Micropsammidae,Sarcoptiformes,17,
Micropterigidae,Lepidoptera,18043,33999
Micropternodontidae,Soricomorpha,120,69
Micropygidae,Micropygoida,133,196
Microscaphidiidae,Plagiorchiida,1168,5627
Microscillaceae,Cytophagales,27065,8452
Microscinidae,Amphipoda,3,
Microsolenidae,Scleractinia,86,25
Microsphaeropsidaceae,Pleosporales,570,4
Microsporaceae,Sphaeropleales,6223,4422
Microstigmatidae,Araneae,714,116
Microstomatidae,Osmeriformes,2282,2465
Microstomidae,Dolichomicrostomida,2062,447
Microstromataceae,Microstromatales,1009,12
Microsyopidae,Primates,10880,5103
Microteaceae,Caryophyllales,5179,1179
Microtegeidae,Sarcoptiformes,866,833
Microthamniaceae,Microthamniales,598,9672
Microtheciellaceae,Hypnales,14,
Microtheliopsidaceae,Chaetothyriales,348,38
Microthoracidae,Nassulida,281,1
Microthoraciidae,Psocodea,41,128
Microthrixaceae,Acidimicrobiales,4322,
Microthyriaceae,Microthyriales,7702,570
Microtrichaceae,Acidimicrobiales,4620,1055
Microtrombidiidae,Trombidiformes,3539,449
Microviridae,Petitvirales,2440,
Microzetidae,Sarcoptiformes,405,218
Microzoanthidae,Zoantharia,66,5
Micruropodidae,Amphipoda,298,91770
Micryphantidae,Araneae,166,777
Mictosomatidae,Isopoda,60,
Mictyridae,Decapoda,3761,3950
Mideidae,Trombidiformes,980,240
Mideopsidae,Trombidiformes,7786,1816
Midichloriaceae,Rickettsiales,1007,8
Migidae,Araneae,1243,551
Miguashaiidae,Coelacanthiformes,25,
Mikronegeriaceae,Pucciniales,771,3
Milacidae,Stylommatophora,16257,6622
Milananguillidae,Anguilliformes,9,8
Mileidae,Asaphida,12,
Milesinaceae,Pucciniales,6222,436
Miliamminidae,Miliolida,3542,870
Milichiidae,Diptera,61970,37529
Miliolechinidae,Miliolida,4,
Miliolidae,Miliolida,3997,1085
Milioliporidae,Miliolida,129,
Milleporellidae,Axinellida,105,10
Milleporidae,Anthoathecata,30021,17665
Millericrinidae,Millericrinida,547,1457
Millettiidae,Rotaliida,40,20
Millotauropodidae,Hexamerocerata,28,
Milnesiidae,Apochela,3731,1557
Miltideaceae,Pertusariales,151,4
Miltoncostaeaceae,Miltoncostaeales,675,
Miltonellidae,Platycopida,30,30
Mimagoniatitidae,Agoniatitida,108,18
Mimallonidae,Lepidoptera,13976,4902
Mimarachnidae,Hemiptera,21,
Mimetidae,Araneae,16101,7604
Mimidae,Passeriformes,24428092,56859705
Mimiviridae,Imitervirales,754,
Mimoceratidae,Agoniatitida,90,23
Mimonecteolidae,Amphipoda,44,27
Mimonectidae,Amphipoda,163,190
Mimoscinidae,Amphipoda,26,1
Mimosellidae,Ctenostomatida,133,24
Mimosphinctidae,Agoniatitida,139,13
Minakatellaceae,Trichiales,20,
Minchinellidae,Lithonida,238,4
